HOUSEID,NUMADLT,HHVEHCNT,HHFAMINC,URBAN,HOMETYPE,HOMEOWN,WTHHFIN,DRVRCNT,HHSIZE,VMT,VEH_PER_ADULT,INCOME_PER_VEHICLE
9000174344,1,1,3,1,2,2,14870.9850903493,1,1,7200.0,1.0,3.0
9000174350,1,0,3,1,3,2,11742.4082449752,0,1,0.0,0.0,3.0
9000174351,1,1,5,1,1,3,5666.73523675882,1,1,10000.0,1.0,5.0
9000174361,6,4,7,2,4,2,4631.89095320028,4,7,19500.0,0.6666666666666666,1.75
9000174379,2,2,6,1,1,2,4671.47001422586,2,2,100.0,1.0,3.0
9000174384,3,3,10,1,1,1,7113.48399455417,3,3,55000.0,1.0,3.3333333333333335
9000174402,1,1,9,1,3,1,9820.03808488153,1,1,6000.0,1.0,9.0
9000174423,2,2,6,1,1,1,3863.31966483238,2,2,64000.0,1.0,3.0
9000174445,2,2,10,1,1,1,5611.84382226945,2,4,2500.0,1.0,5.0
9000174461,1,1,9,1,3,3,6440.82456040023,1,1,7200.0,1.0,9.0
9000174463,2,4,6,1,1,2,7163.65640546415,2,2,18000.0,2.0,1.5
9000174471,2,1,4,1,1,1,5748.91585815366,2,2,8000.0,0.5,4.0
9000174477,1,2,5,1,1,1,7820.85699458098,1,1,12000.0,2.0,2.5
9000174478,1,1,3,1,2,3,14172.7459835344,1,1,50.0,1.0,3.0
9000174484,1,2,6,4,1,1,12612.8445573433,1,1,23000.0,2.0,3.0
9000174563,2,1,7,2,1,1,3348.99840404851,1,2,4000.0,0.5,7.0
9000174569,2,2,8,1,1,2,6344.90463408024,2,2,-18.0,1.0,4.0
9000174571,3,3,9,4,1,1,3646.10987739157,3,3,27000.0,1.0,3.0
9000174597,2,0,2,1,3,3,8468.1899970087,1,2,0.0,0.0,2.0
9000174600,3,3,8,1,1,2,10182.1038908566,3,4,96500.0,1.0,2.6666666666666665
9000174601,2,0,2,1,3,3,10304.8511322659,0,2,0.0,0.0,2.0
9000174604,1,1,5,4,1,1,8806.45385543773,1,1,13000.0,1.0,5.0
9000174606,2,2,11,1,2,1,5924.14325709438,2,2,24000.0,1.0,5.5
9000174613,1,2,5,1,3,3,9264.43711040162,1,1,3100.0,2.0,2.5
9000174623,2,1,3,1,3,3,4883.26334292682,1,2,20000.0,0.5,3.0
9000174624,2,2,7,1,1,1,4981.65995388338,2,3,24000.0,1.0,3.5
9000174635,2,2,6,1,3,3,15537.6099378517,2,2,12060.0,1.0,3.0
9000174658,1,1,9,1,1,1,3437.07925587531,1,1,7000.0,1.0,9.0
9000174667,2,1,6,1,1,2,3573.13005928053,2,2,6000.0,0.5,6.0
9000174678,1,0,1,1,3,3,39343.4540436972,0,1,0.0,0.0,1.0
9000174682,1,1,9,1,1,1,5282.94093579717,1,1,12000.0,1.0,9.0
9000174699,2,4,7,1,1,1,4357.05063765841,3,3,1930.0,2.0,1.75
9000174718,2,2,7,1,1,2,4790.30571395413,2,2,4000.0,1.0,3.5
9000174726,2,2,6,1,1,2,2271.5417523271,2,2,17000.0,1.0,3.0
9000174735,1,1,7,1,2,3,7647.21213620512,1,1,11000.0,1.0,7.0
9000174748,2,2,7,1,1,1,7403.33341239705,2,3,37600.0,1.0,3.5
9000174750,2,0,6,1,3,3,4234.01031964913,2,2,0.0,0.0,6.0
9000174754,1,0,7,1,3,3,2966.42691468654,1,1,0.0,0.0,7.0
9000174755,2,1,4,1,1,3,7552.60415198979,2,4,7500.0,0.5,4.0
9000174765,2,2,8,4,1,2,2803.08137343128,2,2,24000.0,1.0,4.0
9000174771,2,2,11,1,2,2,8189.64469375131,2,2,17000.0,1.0,5.5
9000174783,2,1,5,1,3,3,4393.44439118196,2,2,5000.0,0.5,5.0
9000174788,2,2,11,1,1,1,5428.63265063098,2,4,20000.0,1.0,5.5
9000174791,1,3,11,1,1,1,5030.43108470936,1,1,12000.0,3.0,3.6666666666666665
9000174793,1,2,6,1,1,2,8925.00189913407,1,1,60000.0,2.0,3.0
9000174811,1,1,6,1,2,2,6430.9469779118,1,1,16000.0,1.0,6.0
9000174866,1,1,5,1,3,3,12927.6988760891,1,1,5000.0,1.0,5.0
9000174872,2,2,6,1,1,2,4272.90774204657,2,2,11500.0,1.0,3.0
9000174876,2,2,11,1,1,1,12979.4848414217,2,4,14800.0,1.0,5.5
9000174880,2,4,6,2,1,2,6866.25583261814,2,2,28000.0,2.0,1.5
9000174885,1,2,5,1,3,3,1964.77119559237,1,1,7005.0,2.0,2.5
9000174891,1,1,6,1,1,3,2839.40089355735,1,1,9000.0,1.0,6.0
9000174897,2,0,5,2,1,3,19763.5924922487,2,6,0.0,0.0,5.0
9000174923,4,2,9,1,1,1,4466.04147231449,3,5,37000.0,0.5,4.5
9000174927,2,2,9,1,1,1,10373.9861852278,2,2,20000.0,1.0,4.5
9000174928,1,1,5,1,3,3,4736.84116318858,1,1,15000.0,1.0,5.0
9000174933,2,2,9,1,2,3,16750.2127349748,2,3,50000.0,1.0,4.5
9000174936,2,1,3,1,1,1,2205.92736030362,2,2,2000.0,0.5,3.0
9000174949,2,2,5,2,1,2,6214.6816425044,2,2,12000.0,1.0,2.5
9000174956,1,1,11,1,3,1,6981.90775515353,1,1,7000.0,1.0,11.0
9000174965,1,2,3,1,1,2,14865.9463727788,1,1,-18.0,2.0,1.5
9000174981,2,2,6,1,1,1,1990.49473168683,2,2,95000.0,1.0,3.0
9000174983,2,3,7,1,1,2,5459.19968599513,2,2,13000.0,1.5,2.3333333333333335
9000174984,1,1,7,1,1,1,2995.35470462419,1,1,5000.0,1.0,7.0
9000174991,1,1,5,1,1,3,12859.0247015072,1,1,12000.0,1.0,5.0
9000174999,1,1,7,1,2,1,8425.40390830474,1,1,10000.0,1.0,7.0
9000175004,2,2,6,1,1,1,7591.75713209983,2,3,20000.0,1.0,3.0
9000175005,2,1,9,1,1,2,16239.5737914119,2,2,15.0,0.5,9.0
9000175012,2,1,3,1,2,3,18259.2026051879,2,5,50000.0,0.5,3.0
9000175022,2,2,7,1,1,2,4128.36080311711,2,2,10000.0,1.0,3.5
9000175071,2,2,10,1,1,2,4294.11357939426,2,2,10500.0,1.0,5.0
9000175100,2,2,9,1,1,1,6224.9085315176,2,3,20000.0,1.0,4.5
9000175101,2,2,5,4,3,3,8665.62557072741,2,4,7000.0,1.0,2.5
9000175118,1,1,5,1,1,1,16992.8872214933,1,1,140000.0,1.0,5.0
9000175128,1,1,5,2,1,1,10420.3952975768,1,1,12000.0,1.0,5.0
9000175139,2,3,8,1,2,2,6104.77388507767,2,3,24500.0,1.5,2.6666666666666665
9000175145,2,2,8,1,2,2,3680.84681785988,2,2,10000.0,1.0,4.0
9000175148,1,1,4,1,1,1,15701.5878988667,1,1,1950.0,1.0,4.0
9000175151,1,1,7,1,1,1,6890.51275731084,1,2,8000.0,1.0,7.0
9000175154,2,1,11,1,1,1,6330.63398493313,2,2,8000.0,0.5,11.0
9000175170,2,2,10,1,1,1,4825.50108649174,2,4,3400.0,1.0,5.0
9000175187,1,1,7,1,1,1,4801.01321429275,1,1,10000.0,1.0,7.0
9000175190,2,1,1,2,1,3,8841.35156682541,2,4,15000.0,0.5,1.0
9000175191,2,2,11,1,1,2,2277.09143302705,2,2,14000.0,1.0,5.5
9000175198,1,1,3,1,3,3,5788.85932524674,1,2,2000.0,1.0,3.0
9000175200,2,4,9,1,1,1,5922.79813420468,2,2,18000.0,2.0,2.25
9000175206,1,1,5,2,1,2,17621.6535076925,1,1,3500.0,1.0,5.0
9000175209,3,3,5,1,1,2,2536.95038019716,3,3,30000.0,1.0,1.6666666666666667
9000175210,2,2,7,1,3,3,5226.93687616729,2,2,13000.0,1.0,3.5
9000175214,4,3,9,1,1,1,8130.40264512154,3,6,44000.0,0.75,3.0
9000175220,1,1,10,1,3,2,5214.05238650408,1,1,17000.0,1.0,10.0
9000175235,2,2,9,1,1,1,6039.83934358514,3,3,20000.0,1.0,4.5
9000175240,2,3,8,1,1,1,7977.571516299,2,4,13200.0,1.5,2.6666666666666665
9000175246,4,3,10,1,1,1,31411.0427652585,3,4,7200.0,0.75,3.3333333333333335
9000175250,2,1,10,1,1,2,9799.2456504436,2,2,9000.0,0.5,10.0
9000175252,2,1,7,1,1,1,7326.01247732191,2,3,42000.0,0.5,7.0
9000175259,1,1,7,1,3,3,9551.88060695459,1,1,12000.0,1.0,7.0
9000175265,1,1,5,1,1,2,32915.9629976089,1,1,6000.0,1.0,5.0
9000175295,3,2,8,1,1,1,7019.3123599213,3,4,24991.0,0.6666666666666666,4.0
9000175302,2,2,10,1,1,1,11820.5381831463,2,4,41280.0,1.0,5.0
9000175315,2,2,7,1,1,1,2587.60896186478,2,2,30000.0,1.0,3.5
9000175342,2,2,4,2,1,2,5614.62767577092,2,2,8400.0,1.0,2.0
9000175348,2,0,10,1,3,3,4780.70107222,0,2,0.0,0.0,10.0
9000175360,2,5,11,1,1,2,3746.45530026142,2,2,27500.0,2.5,2.2
9000175386,2,2,6,2,1,2,6526.50624046827,2,2,60000.0,1.0,3.0
9000175388,1,0,6,2,1,2,4299.31665180063,0,1,0.0,0.0,6.0
9000175392,1,1,5,1,3,3,9630.3212589226,1,1,63000.0,1.0,5.0
9000175398,1,0,3,1,3,3,3089.14177333773,0,1,0.0,0.0,3.0
9000175401,1,1,7,1,1,1,6657.75578374156,1,1,12000.0,1.0,7.0
9000175404,2,3,11,1,3,3,3353.54701302156,2,2,22000.0,1.5,3.6666666666666665
9000175406,1,1,7,1,3,3,5501.76923402164,1,1,4500.0,1.0,7.0
9000175450,1,1,7,1,1,2,4099.31606616634,1,1,8000.0,1.0,7.0
9000175453,1,1,4,1,3,3,11374.2262318577,1,1,10000.0,1.0,4.0
9000175454,2,1,1,2,3,3,32695.6643932477,2,5,100.0,0.5,1.0
9000175458,1,1,1,1,1,3,9101.77275136236,1,1,7000.0,1.0,1.0
9000175473,2,0,4,1,3,3,22976.2035395467,0,2,0.0,0.0,4.0
9000175481,2,0,8,1,3,3,9142.55119869852,2,2,0.0,0.0,8.0
9000175484,2,2,11,1,1,2,3989.41403962964,2,2,27000.0,1.0,5.5
9000175486,2,3,11,1,1,1,7528.18068105077,2,2,11868.0,1.5,3.6666666666666665
9000175505,2,2,11,1,1,1,8848.740274402,2,4,18000.0,1.0,5.5
9000175507,1,1,6,2,2,2,2635.93221119541,1,1,6000.0,1.0,6.0
9000175515,2,1,2,1,1,3,4079.65156580251,1,2,10000.0,0.5,2.0
9000175521,2,3,5,1,1,1,5056.07583070001,2,2,8200.0,1.5,1.6666666666666667
9000175536,1,1,2,1,1,2,3346.86818698117,1,1,800.0,1.0,2.0
9000175539,2,1,4,2,1,3,8534.83060575754,1,2,3000.0,0.5,4.0
9000175563,2,4,9,1,1,1,4140.81340616211,2,5,14200.0,2.0,2.25
9000175593,1,1,6,2,1,2,11766.0876737274,1,1,12000.0,1.0,6.0
9000175598,2,1,5,1,3,1,7520.05185071319,1,2,40.0,0.5,5.0
9000175601,1,2,3,1,1,1,8582.03767674787,1,2,24000.0,2.0,1.5
9000175612,2,3,10,1,1,1,12930.1345023224,2,2,8400.0,1.5,3.3333333333333335
9000175622,2,1,6,2,1,2,14062.8140776201,2,2,15000.0,0.5,6.0
9000175630,3,1,8,1,3,3,9970.68727289025,2,3,240.0,0.3333333333333333,8.0
9000175636,2,2,5,1,1,2,4868.96223569952,2,2,21000.0,1.0,2.5
9000175638,2,2,7,1,2,3,2484.55379567721,2,2,32000.0,1.0,3.5
9000175648,3,2,6,1,1,2,14452.1098753351,1,4,6000.0,0.6666666666666666,3.0
9000175654,1,0,1,1,1,2,4395.02911258821,1,4,0.0,0.0,1.0
9000175676,2,1,5,2,1,3,9478.39819437548,2,2,5260.0,0.5,5.0
9000175712,2,2,4,1,1,1,11630.5296770803,2,3,22000.0,1.0,2.0
9000175721,2,0,1,1,3,3,14419.8560640116,0,6,0.0,0.0,1.0
9000175734,1,1,7,1,3,3,11057.6190183077,1,1,64000.0,1.0,7.0
9000175735,1,1,6,1,1,1,3613.28095158975,1,2,96000.0,1.0,6.0
9000175742,1,0,1,1,3,3,40358.2609774373,0,2,0.0,0.0,1.0
9000175754,2,3,2,1,1,1,3227.63143222112,2,2,9000.0,1.5,0.6666666666666666
9000175755,2,0,5,1,1,4,34426.9644938609,0,3,0.0,0.0,5.0
9000175757,1,2,7,1,2,1,5668.11658780012,1,1,15000.0,2.0,3.5
9000175774,3,2,11,1,3,3,5200.5119901658,3,3,8000.0,0.6666666666666666,5.5
9000175778,2,1,8,1,2,1,3944.37917718276,2,2,4800.0,0.5,8.0
9000175782,1,1,5,1,1,2,6664.81562624957,1,1,15000.0,1.0,5.0
9000175783,2,1,4,1,3,3,2162.99040238429,2,2,2000.0,0.5,4.0
9000175791,1,1,6,1,1,2,3627.86580134934,1,1,10000.0,1.0,6.0
9000208354,4,6,9,4,1,2,7203.13457667346,4,6,13398.0,1.5,1.5
9000208355,2,2,6,4,1,1,40905.7018025885,2,5,23000.0,1.0,3.0
9000208362,2,3,11,4,1,1,65079.6057724574,2,5,37000.0,1.5,3.6666666666666665
9000208366,1,1,10,1,1,1,57776.60805623,1,1,7500.0,1.0,10.0
9000208384,2,2,9,1,1,1,9398.17695063032,2,2,21000.0,1.0,4.5
9000208392,4,3,8,1,1,2,21205.0748948338,2,6,110015.0,0.75,2.6666666666666665
9000208418,2,2,9,1,1,1,4334.29327722033,2,2,12636.0,1.0,4.5
9000208426,2,2,6,1,1,1,2439.48397501835,2,2,9000.0,1.0,3.0
9000208436,1,1,3,1,3,1,5383.64475797872,1,1,10000.0,1.0,3.0
9000208445,1,2,6,4,2,1,14021.4790365987,2,5,298000.0,2.0,3.0
9000208448,2,1,7,2,1,2,3769.40998270209,1,2,3000.0,0.5,7.0
9000208458,1,1,4,1,3,3,6807.14296081236,1,1,700.0,1.0,4.0
9000208459,1,2,6,1,1,3,25159.851913671,1,3,124000.0,2.0,3.0
9000208462,2,2,4,4,1,2,3709.01438193142,2,2,8000.0,1.0,2.0
9000208464,1,2,3,1,1,2,9216.62190840266,1,1,4000.0,2.0,1.5
9000208483,3,3,4,2,1,2,11442.2136913252,3,6,21333.0,1.0,1.3333333333333333
9000208529,1,0,4,1,2,2,6006.06741198173,0,1,0.0,0.0,4.0
9000208532,2,1,8,4,1,1,5463.49245890814,2,2,6000.0,0.5,8.0
9000208554,2,1,6,1,4,2,11899.7362524169,2,2,600.0,0.5,6.0
9000208569,2,2,8,1,1,1,3599.87022666599,2,2,25000.0,1.0,4.0
9000208587,2,2,7,1,3,3,14820.5572205634,2,5,22000.0,1.0,3.5
9000208596,2,2,6,1,1,1,3250.44872020213,2,2,10000.0,1.0,3.0
9000208597,2,3,9,1,1,1,6363.45892484872,2,2,14580.0,1.5,3.0
9000208604,2,2,11,1,1,2,5769.29811618412,2,2,37333.0,1.0,5.5
9000208607,2,1,4,1,3,3,21592.016583448,1,2,1785.0,0.5,4.0
9000208613,1,0,3,1,3,3,27950.7707869335,0,1,0.0,0.0,3.0
9000208617,1,2,4,4,1,1,18231.9184680997,1,1,22000.0,2.0,2.0
9000208632,2,1,5,1,2,1,11294.6671205585,1,2,26000.0,0.5,5.0
9000208634,1,1,5,1,1,3,6731.3910776623,1,1,25000.0,1.0,5.0
9000208651,2,1,9,1,1,1,32708.0925912346,1,2,6000.0,0.5,9.0
9000208661,3,2,11,1,1,1,17249.3478963941,2,4,16500.0,0.6666666666666666,5.5
9000208667,2,3,5,1,1,4,13898.5093102896,2,2,12840.0,1.5,1.6666666666666667
9000208685,2,2,7,4,1,1,10366.326783752,2,2,20000.0,1.0,3.5
9000208699,1,1,11,1,3,3,8405.07984365158,1,1,12000.0,1.0,11.0
9000208709,2,2,4,1,2,1,18775.6487583802,2,4,29000.0,1.0,2.0
9000208717,2,2,6,1,1,1,6928.27899292998,2,2,21000.0,1.0,3.0
9000208734,2,2,7,1,1,1,7838.50270482524,2,2,15000.0,1.0,3.5
9000208743,2,2,8,1,2,1,9930.13659661896,2,3,20000.0,1.0,4.0
9000208756,2,2,11,1,1,1,13481.2198379927,2,4,5500.0,1.0,5.5
9000208757,2,4,5,4,1,2,15206.334490861,2,2,14800.0,2.0,1.25
9000208760,3,3,8,1,1,3,7619.5360318566,3,3,30000.0,1.0,2.6666666666666665
9000208761,1,2,4,4,4,1,7175.11780195801,1,1,13500.0,2.0,2.0
9000208763,2,2,7,1,2,3,11183.8100016453,2,2,42400.0,1.0,3.5
9000208768,1,1,11,1,2,1,7071.56456268173,1,1,12000.0,1.0,11.0
9000208788,1,1,8,1,3,2,4082.18939927846,1,1,150.0,1.0,8.0
9000208789,1,1,8,1,1,1,15241.5742699391,1,1,5717.0,1.0,8.0
9000208804,1,1,8,1,1,1,14682.4277906852,1,3,22000.0,1.0,8.0
9000208809,3,3,11,2,1,1,5647.57209342569,3,4,21000.0,1.0,3.6666666666666665
9000208811,4,4,10,1,1,1,15852.8078704708,4,4,11000.0,1.0,2.5
9000208834,2,2,7,4,1,1,3500.90299145635,2,4,40000.0,1.0,3.5
9000208853,2,3,9,1,1,1,13296.0408831628,2,5,21000.0,1.5,3.0
9000208866,1,1,9,1,3,3,11507.1419322193,1,1,30000.0,1.0,9.0
9000208913,4,4,11,1,1,1,11348.669395656,4,4,3170.0,1.0,2.75
9000208921,1,1,6,1,2,3,16175.6565344369,1,1,2400.0,1.0,6.0
9000208925,2,2,7,1,2,1,8895.69769936274,2,2,47500.0,1.0,3.5
9000208927,2,2,6,1,2,2,5375.80528104302,2,2,70500.0,1.0,3.0
9000208931,1,1,5,1,1,2,34173.1119857253,1,1,10000.0,1.0,5.0
9000208932,3,0,9,1,1,1,18621.6540125525,3,4,0.0,0.0,9.0
9000208943,2,2,7,2,1,1,16915.0356098701,2,2,19000.0,1.0,3.5
9000208956,1,1,5,4,1,1,3665.09075026111,1,1,12000.0,1.0,5.0
9000208977,2,2,3,1,1,4,14757.1197217747,1,2,4500.0,1.0,1.5
9000209025,1,1,3,1,3,3,5666.20599115461,1,1,1000.0,1.0,3.0
9000209032,2,3,6,1,2,1,63815.1836537892,2,2,19500.0,1.5,2.0
9000209035,1,0,7,1,3,3,4618.24792345521,1,1,0.0,0.0,7.0
9000209041,2,2,10,1,1,1,11199.7087333752,2,3,20000.0,1.0,5.0
9000209056,2,1,8,1,1,1,24520.6140628072,2,2,1500.0,0.5,8.0
9000209063,2,2,1,4,1,3,4837.53662053667,2,2,76363.0,1.0,0.5
9000209071,1,1,9,1,1,1,6290.93339507709,1,1,7000.0,1.0,9.0
9000209077,3,3,3,1,4,2,18623.2494715318,2,3,570000.0,1.0,1.0
9000209083,2,1,3,4,1,1,34886.0550533684,2,2,6575.0,0.5,3.0
9000209084,5,3,5,4,1,2,14190.0064330935,4,6,60000.0,0.6,1.6666666666666667
9000209086,2,1,5,1,1,1,13030.2057996071,3,6,15000.0,0.5,5.0
9000209091,2,2,11,1,1,1,48858.9728477349,2,2,15000.0,1.0,5.5
9000209110,5,2,4,1,1,2,4937.97457567704,3,6,150000.0,0.4,2.0
9000209111,2,2,9,1,1,1,14300.6445194835,2,4,89000.0,1.0,4.5
9000209113,2,2,7,1,1,1,9645.5097431811,2,5,18000.0,1.0,3.5
9000209127,1,0,3,1,1,2,13034.6161516109,0,1,0.0,0.0,3.0
9000209146,2,2,6,2,3,3,3098.01167604707,2,5,31000.0,1.0,3.0
9000209148,1,2,11,1,1,3,36930.4754280779,2,3,213000.0,2.0,5.5
9000209150,2,2,9,1,1,1,4683.13961838916,2,2,30000.0,1.0,4.5
9000209181,2,1,7,1,1,2,3824.00838342508,1,2,150000.0,0.5,7.0
9000209184,3,4,9,1,1,1,12559.4967447633,3,3,27500.0,1.3333333333333333,2.25
9000209186,2,2,7,1,1,1,5680.72732502988,2,2,18000.0,1.0,3.5
9000209195,2,1,6,1,1,1,2576.57097798575,1,2,3000.0,0.5,6.0
9000209232,1,0,1,1,3,3,26770.8882626877,0,1,0.0,0.0,1.0
9000209248,1,1,6,2,1,1,3246.68018290788,1,1,16500.0,1.0,6.0
9000209254,2,2,4,1,3,3,52679.9590851206,2,4,250000.0,1.0,2.0
9000209278,1,3,4,1,1,1,6326.68338969951,2,2,1310.0,3.0,1.3333333333333333
9000209279,2,2,11,1,1,2,4822.48388730716,2,2,12000.0,1.0,5.5
9000209299,1,1,3,1,1,2,6715.58525726379,1,1,3429.0,1.0,3.0
9000209310,1,1,6,1,1,1,4536.69461038731,1,2,50000.0,1.0,6.0
9000209311,1,0,1,1,3,3,24908.8525564943,0,1,0.0,0.0,1.0
9000209312,2,2,5,2,1,2,27703.3922977037,2,2,12000.0,1.0,2.5
9000209336,2,2,9,4,1,1,1889.72993204165,1,2,20000.0,1.0,4.5
9000209345,1,2,7,1,1,2,37056.147638365,1,1,16655.0,2.0,3.5
9000209362,2,2,8,1,1,1,10099.1772339751,2,3,47500.0,1.0,4.0
9000209364,2,4,10,1,1,1,8056.00509026764,2,2,-36.0,2.0,2.5
9000209373,2,0,1,1,2,3,29669.8835447065,1,4,0.0,0.0,1.0
9000209383,1,1,4,1,1,1,16820.5543556098,1,1,2182.0,1.0,4.0
9000209408,1,1,1,1,3,1,11490.3957916099,1,1,6000.0,1.0,1.0
9000209430,2,2,9,1,1,1,4613.4606176569,2,2,19000.0,1.0,4.5
9000209433,1,1,7,1,3,3,7143.29812484218,1,1,12000.0,1.0,7.0
9000209451,2,3,7,4,1,1,38718.0473975931,2,3,35500.0,1.5,2.3333333333333335
9000209466,2,1,7,1,1,1,17589.8132877147,1,5,5000.0,0.5,7.0
9000209475,2,3,7,4,1,1,5985.83580053708,2,2,19100.0,1.5,2.3333333333333335
9000209498,2,2,3,1,1,2,35840.6337777377,2,2,11000.0,1.0,1.5
9000209519,2,2,5,1,3,3,7598.18387576261,2,2,2320.0,1.0,2.5
9000209527,2,3,10,1,1,1,7525.01490505359,2,5,22300.0,1.5,3.3333333333333335
9000209529,2,11,6,2,3,3,57776.60805623,2,3,18000.0,5.5,0.5454545454545454
9000209542,2,1,5,1,3,3,17202.3426324765,2,2,20.0,0.5,5.0
9000209553,2,2,8,1,1,1,10226.8196403815,2,2,11000.0,1.0,4.0
9000209563,2,3,8,4,1,1,13576.7930314317,2,3,34333.0,1.5,2.6666666666666665
9000209568,2,3,10,1,1,1,32253.0099311868,2,5,28500.0,1.5,3.3333333333333335
9000209572,1,0,6,1,3,3,6647.67880907073,1,1,0.0,0.0,6.0
9000209578,2,2,10,1,1,2,11230.1813764532,2,2,6500.0,1.0,5.0
9000209607,1,1,5,4,1,1,1655.35723033483,1,1,12000.0,1.0,5.0
9000209626,2,2,10,4,1,1,12082.054038623,2,3,14333.0,1.0,5.0
9000209638,3,3,10,1,1,1,17064.4147771844,3,3,29000.0,1.0,3.3333333333333335
9000209642,2,2,10,1,1,1,7891.74748915707,2,4,122818.0,1.0,5.0
9000209644,2,3,11,1,1,1,14750.7037455357,2,3,10000.0,1.5,3.6666666666666665
9000209652,2,2,6,4,1,1,16271.7442082427,2,4,95000.0,1.0,3.0
9000209661,2,2,8,1,1,1,5780.86266137839,2,2,13000.0,1.0,4.0
9000209669,1,2,9,1,1,1,5035.08389638318,1,3,22000.0,2.0,4.5
9000209670,2,3,6,4,1,1,10602.4187774873,2,4,115000.0,1.5,2.0
9000209675,1,3,10,2,1,2,10737.2193855005,1,1,-27.0,3.0,3.3333333333333335
9000209685,2,1,5,1,1,2,9234.85675695453,2,2,1450.0,0.5,5.0
9000209708,1,1,3,4,3,3,12980.817386542,0,1,3500.0,1.0,3.0
9000209726,3,2,7,2,1,1,9481.62102410243,3,3,16000.0,0.6666666666666666,3.5
9000209752,2,2,7,1,1,2,5955.76991296607,2,2,12500.0,1.0,3.5
9000209756,2,2,8,1,2,2,3642.81631023402,2,2,16000.0,1.0,4.0
9000209762,1,1,9,1,3,3,22582.5680147306,1,1,10000.0,1.0,9.0
9000209764,2,2,5,1,1,1,12729.7267530225,2,2,172000.0,1.0,2.5
9000209768,1,1,8,1,2,2,25281.9795204543,1,1,10000.0,1.0,8.0
9000209788,2,2,11,4,1,4,7785.3825047193,2,2,29350.0,1.0,5.5
9000209789,1,1,3,1,3,3,58871.4069344214,1,1,6000.0,1.0,3.0
9000209792,2,3,5,1,1,1,2332.27738795156,2,2,78000.0,1.5,1.6666666666666667
9000209801,1,2,7,1,1,2,10124.8205062636,1,1,8920.0,2.0,3.5
9000209813,2,2,6,1,1,3,16224.7212471528,2,2,10000.0,1.0,3.0
9000209815,2,5,10,4,1,1,5078.26507394877,2,2,20700.0,2.5,2.0
9000209836,2,0,2,1,3,3,10515.6308049975,0,2,0.0,0.0,2.0
9000209853,4,1,6,1,2,1,22558.5986872986,1,4,30000.0,0.25,6.0
9000209857,1,1,7,1,2,2,5029.08067769783,1,1,15000.0,1.0,7.0
9000209861,2,2,10,1,1,1,18852.7848736843,2,2,30000.0,1.0,5.0
9000209863,2,1,3,2,3,3,4606.73602769642,1,2,2500.0,0.5,3.0
9000209886,2,2,10,1,1,1,5152.67548237538,2,2,28000.0,1.0,5.0
9000209895,5,4,4,1,3,3,20927.2228835802,5,5,0.0,0.8,1.0
9000209901,2,1,5,1,1,2,9014.72087134124,2,2,2000.0,0.5,5.0
9000209903,3,2,8,2,1,1,9544.73234347775,2,3,30000.0,0.6666666666666666,4.0
9000209904,2,2,6,1,1,1,6184.50223739241,2,2,1000.0,1.0,3.0
9000209909,2,2,5,1,1,1,21456.3305181233,2,2,4400.0,1.0,2.5
9000209929,2,3,8,4,1,3,4823.97032343007,2,2,20150.0,1.5,2.6666666666666665
9000209939,2,1,-7,1,1,2,5015.99086354898,2,2,4000.0,0.5,-7.0
9000209941,1,1,6,2,4,2,19691.5895210202,1,1,7000.0,1.0,6.0
9000209946,2,3,10,1,1,1,9702.13679199995,2,5,28000.0,1.5,3.3333333333333335
9000209950,2,2,7,1,2,1,13626.5740928613,2,2,18000.0,1.0,3.5
9000209954,2,3,7,1,1,1,8305.54741393199,2,4,31000.0,1.5,2.3333333333333335
9000209959,2,2,6,1,1,1,3262.33591020491,2,2,28000.0,1.0,3.0
9000209961,2,4,7,1,1,1,6857.74290304216,2,2,35000.0,2.0,1.75
9000209969,1,1,6,1,2,1,8463.54739960302,1,1,12000.0,1.0,6.0
9000209971,2,3,8,1,1,1,5544.78237153508,3,5,18000.0,1.5,2.6666666666666665
9000209997,1,1,3,1,1,3,10000.7661392856,1,1,25.0,1.0,3.0
9000209998,1,2,4,1,1,1,14398.4076774694,2,2,16000.0,2.0,2.0
9000210005,2,2,5,1,1,1,30325.7746536709,2,3,26000.0,1.0,2.5
9000210008,2,2,9,4,1,1,8626.95622462385,2,2,23000.0,1.0,4.5
9000210027,1,1,10,1,1,1,6408.27778408649,1,1,7500.0,1.0,10.0
9000210041,1,2,6,1,1,1,17258.9827665988,1,1,31000.0,2.0,3.0
9000210044,1,1,2,1,1,1,7271.70012806531,0,2,200000.0,1.0,2.0
9000210046,2,2,5,1,1,2,20443.832145093,2,2,200.0,1.0,2.5
9000210054,2,2,6,1,1,1,16650.2373159864,2,4,13000.0,1.0,3.0
9000210059,2,1,-7,1,2,1,14710.0742850809,2,2,2000.0,0.5,-7.0
9000210060,3,2,10,1,1,2,6616.51679367279,3,3,25000.0,0.6666666666666666,5.0
9000210068,3,1,7,1,3,2,11617.0418173119,1,4,12000.0,0.3333333333333333,7.0
9000210079,2,1,10,4,1,1,6207.57390836772,2,2,22500.0,0.5,10.0
9000210086,1,1,4,1,3,3,5019.55448328817,1,1,999.0,1.0,4.0
9000210088,2,1,6,4,1,1,25394.9220613615,2,5,10000.0,0.5,6.0
9000210091,3,4,6,4,1,2,4716.71509210577,3,3,18500.0,1.3333333333333333,1.5
